189.782757	24.002782
190.806690	26.916029
192.003521	29.832058
193.033434	31.457948
193.890448	33.081056
195.622415	32.465203
196.667276	30.872702
198.236808	28.001192
199.628959	26.092418
200.159611	23.526053
202.083908	18.729074
203.142221	14.240021
204.030627	9.104508
205.258848	5.261917
206.320151	0.129186
207.369496	-2.428832
208.776595	-7.555997
210.176220	-11.073967
211.747247	-14.267316
213.656596	-15.845904
215.221645	-17.751896
216.950622	-17.724072
219.708017	-15.748518
221.600923	-13.786876
225.213838	-9.866375
227.969739	-7.568982
230.381338	-5.598993
232.964341	-3.304382
235.894634	-1.326046
238.136325	-0.002517
240.728296	0.361059
244.184756	0.738547
246.086632	0.769154
249.024398	1.138295
